Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR
94,Jordan Amavi,fr FRA,DF,Getafe,es La Liga,28,1994,5,1,200,2.2,0,0,0,0,0,0,2,1,0,0,0,0,4,5,5
95,Lukáš Ambros,cz CZE,MF,Wolfsburg,de Bundesliga,18,2004,1,0,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,Kelvin Amian,fr FRA,DF,Spezia,it Serie A,24,1998,30,26,2372,26.4,0,1,1,0,0,0,7,1,2.7,2.7,2.3,5,53,102,72
97,Bruno Amione,ar ARG,DF,Hellas Verona,it Serie A,20,2002,1,1,58,0.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
98,Bruno Amione,ar ARG,DF,Sampdoria,it Serie A,20,2002,26,25,2086,23.2,1,1,2,1,0,0,10,1,0.9,0.9,0.6,1.5,11,54,9
99,Nadiem Amiri,de GER,"MF,FW",Leverkusen,de Bundesliga,25,1996,25,9,977,10.9,4,1,5,3,1,1,6,0,1.9,1.1,1.1,2.2,30,55,30
100,Samuel Amo-Ameyaw,eng ENG,MF,Southampton,eng Premier League,16,2006,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
101,Ethan Ampadu,wls WAL,"DF,MF",Spezia,it Serie A,21,2000,31,31,2639,29.3,0,1,1,0,0,0,10,1,1.1,1.1,1.1,2.2,28,125,10
102,Sofyan Amrabat,ma MAR,MF,Fiorentina,it Serie A,25,1996,29,24,1998,22.2,0,1,1,0,0,0,11,0,0.5,0.5,1.1,1.6,36,176,24
103,Ayoub Amraoui,ma MAR,"DF,FW",Nice,fr Ligue 1,18,2004,7,3,294,3.3,0,0,0,0,0,0,1,0,0,0,0.1,0.1,6,13,18
104,Joachim Andersen,dk DEN,DF,Crystal Palace,eng Premier League,26,1996,32,32,2782,30.9,1,0,1,1,0,0,8,0,1.8,1.8,1.3,3.1,16,105,7
105,Elliot Anderson,sct SCO,"MF,FW",Newcastle Utd,eng Premier League,19,2002,22,3,410,4.6,0,1,1,0,0,0,0,0,1,1,1.3,2.3,23,24,35
106,Felipe Anderson,br BRA,FW,Lazio,it Serie A,29,1993,38,35,2958,32.9,9,2,11,9,0,0,3,0,6,6,4.8,10.9,83,114,224
107,Benjamin André,fr FRA,MF,Lille,fr Ligue 1,31,1990,34,33,2916,32.4,1,1,2,1,0,0,12,0,1.6,1.6,1.8,3.4,41,309,46
108,Marcos André,br BRA,"FW,MF",Valencia,es La Liga,25,1996,17,3,447,5,1,0,1,1,0,0,2,1,1.5,1.3,0.4,1.8,2,7,20
109,Komnen Andrić,rs SRB,FW,Clermont Foot,fr Ligue 1,27,1995,34,16,1446,16.1,4,3,7,3,1,2,4,0,5.5,3.9,0.9,4.8,8,27,88
110,Robert Andrich,de GER,MF,Leverkusen,de Bundesliga,27,1994,29,28,2406,26.7,2,2,4,2,0,0,7,0,1.6,1.6,1.2,2.8,12,99,8
111,Angeliño,es ESP,DF,Hoffenheim,de Bundesliga,25,1997,33,30,2617,29.1,0,8,8,0,0,0,2,0,1.1,1.1,7.2,8.3,24,108,120
112,Fabrizio Angileri,ar ARG,DF,Getafe,es La Liga,28,1994,15,7,585,6.5,0,0,0,0,0,0,2,1,0.1,0.1,0,0.1,4,16,14
113,Jaidon Anthony,eng ENG,"MF,FW",Bournemouth,eng Premier League,22,1999,30,11,1257,14,3,1,4,3,0,0,2,0,2.2,2.2,1,3.3,31,49,72
114,Janis Antiste,fr FRA,FW,Sassuolo,it Serie A,19,2002,2,0,52,0.6,1,0,1,1,0,0,0,0,0.2,0.2,0,0.2,0,1,2
115,Waldemar Anton,de GER,DF,Stuttgart,de Bundesliga,26,1996,34,34,2934,32.6,1,2,3,1,0,0,4,0,1.6,1.6,1.4,3,56,135,52
116,Josep Antoni Gayá,es ESP,"DF,MF",Mallorca,es La Liga,22,2000,2,1,98,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,José Antonio,es ESP,"MF,DF",Cádiz,es La Liga,18,2004,2,0,46,0.5,0,1,1,0,0,0,0,0,0,0,0,0,2,3,2
118,Marcos Antônio,br BRA,MF,Lazio,it Serie A,22,2000,16,6,594,6.6,1,1,2,1,0,0,2,0,1.2,1.2,0.3,1.5,1,25,8
119,Michail Antonio,jm JAM,FW,West Ham,eng Premier League,32,1990,33,21,1829,20.3,5,3,8,5,0,0,2,0,6.6,6.6,1.3,7.8,49,27,120
120,Antony,br BRA,FW,Manchester Utd,eng Premier League,22,2000,25,23,1802,20,4,2,6,4,0,0,5,0,6.6,6.6,2.9,9.4,95,74,168
121,Valentin Antov,bg BUL,DF,Monza,it Serie A,21,2000,9,2,306,3.4,0,0,0,0,0,0,2,0,0,0,0,0,2,14,3
122,Christopher Antwi-Adjei,gh GHA,"FW,MF",Bochum,de Bundesliga,28,1994,29,22,1981,22,3,6,9,3,0,0,2,0,2.2,2.2,3.8,6,67,36,231
123,Anuar,ma MAR,"MF,FW",Valladolid,es La Liga,27,1995,3,3,210,2.3,1,0,1,1,0,0,1,0,0.4,0.4,0.5,0.8,6,3,4
124,Houssem Aouar,dz ALG,MF,Lyon,fr Ligue 1,24,1998,16,6,526,5.8,1,1,2,1,0,0,2,0,1.4,1.4,1.1,2.6,12,37,36
125,Adil Aouchiche,fr FRA,MF,Lorient,fr Ligue 1,20,2002,11,1,250,2.8,0,0,0,0,0,0,0,0,0.5,0.5,0.1,0.6,16,23,20
126,Dennis Appiah,fr FRA,"DF,MF",Nantes,fr Ligue 1,30,1992,15,9,795,8.8,0,0,0,0,0,0,1,0,0.4,0.4,0.2,0.6,15,39,51
127,Stredair Appuah,fr FRA,"DF,MF",Nantes,fr Ligue 1,18,2004,5,0,66,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,7,3,10
128,Mauro Arambarri,uy URU,MF,Getafe,es La Liga,26,1995,13,13,992,11,0,1,1,0,0,0,5,1,0.2,0.2,1.5,1.8,8,33,7
129,Charles Aránguiz,cl CHI,MF,Leverkusen,de Bundesliga,33,1989,10,4,493,5.5,1,0,1,1,0,0,1,0,0.3,0.3,0.2,0.5,3,32,7
130,Ronald Araújo,uy URU,DF,Barcelona,es La Liga,23,1999,22,21,1800,20,0,2,2,0,0,0,5,1,2.1,2.1,0.8,2.9,29,79,11
131,Cameron Archer,eng ENG,"FW,MF",Aston Villa,eng Premier League,21,2001,6,0,49,0.5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
132,Taïryk Arconte,fr FRA,FW,Brest,fr Ligue 1,18,2003,4,1,128,1.4,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,1,1,8
133,Alphonse Areola,fr FRA,GK,West Ham,eng Premier League,29,1993,5,2,309,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,Adu Ares,es ESP,"FW,MF",Athletic Club,es La Liga,20,2001,8,0,84,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,8,4,19
135,Joe Aribo,ng NGA,"MF,FW",Southampton,eng Premier League,26,1996,21,13,1224,13.6,2,0,2,2,0,0,2,0,1.5,1.5,0.8,2.3,19,39,64
136,Adam Armstrong,eng ENG,"FW,MF",Southampton,eng Premier League,25,1997,30,14,1335,14.8,2,1,3,2,0,0,2,0,2.1,2.1,1.3,3.3,39,16,70
137,Stuart Armstrong,sct SCO,"MF,FW",Southampton,eng Premier League,30,1992,32,14,1408,15.6,2,1,3,2,0,0,6,0,2.4,2.4,2.2,4.7,61,75,88
138,Marko Arnautović,at AUT,FW,Bologna,it Serie A,33,1989,21,18,1530,17,10,0,10,7,3,3,5,0,7.2,4.8,1.9,6.7,13,36,116
139,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,28,1994,32,32,2767,30.7,5,3,8,2,3,5,5,0,5,1,4.9,5.9,29,150,19
140,Mohamed El Arouch,fr FRA,MF,Lyon,fr Ligue 1,18,2004,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
141,Sergio Arribas,es ESP,"MF,FW",Real Madrid,es La Liga,20,2001,2,0,19,0.2,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0,2,0
142,Kepa Arrizabalaga,es ESP,GK,Chelsea,eng Premier League,27,1994,29,29,2565,28.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
143,Roberto Arroyo,es ESP,MF,Valladolid,es La Liga,18,2003,1,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
144,Tolgay Arslan,de GER,MF,Udinese,it Serie A,31,1990,36,12,1211,13.5,1,0,1,1,0,0,3,0,2.2,2.2,1.6,3.8,45,77,37
145,Ricard Artero,es ESP,"MF,FW",Girona,es La Liga,19,2003,7,0,133,1.5,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,4,3,9
146,Arthur,br BRA,FW,Fiorentina,it Serie A,24,1998,28,15,1432,15.9,8,1,9,6,2,2,4,0,7.9,6.3,0.8,7,11,21,86
147,Santiago Arzamendia,py PAR,"DF,MF",Cádiz,es La Liga,24,1998,12,5,483,5.4,0,0,0,0,0,0,0,0,0.2,0.2,0.5,0.7,8,17,22
148,Takuma Asano,jp JPN,"FW,MF",Bochum,de Bundesliga,27,1994,25,21,1713,19,3,3,6,3,0,0,1,0,5.6,5.6,2.1,7.7,32,34,119
149,Santiago Ascacíbar,ar ARG,MF,Cremonese,it Serie A,25,1997,13,7,727,8.1,0,0,0,0,0,0,1,0,0.4,0.4,0.4,0.8,1,41,6
150,Sergio Asenjo,es ESP,GK,Valladolid,es La Liga,33,1989,10,10,900,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,Marco Asensio,es ESP,"FW,MF",Real Madrid,es La Liga,26,1996,31,15,1442,16,9,6,15,9,0,1,1,0,6.3,5.5,4.9,10.4,56,70,108
152,Kristoffer Askildsen,no NOR,MF,Lecce,it Serie A,21,2001,21,7,728,8.1,0,0,0,0,0,0,3,0,0.5,0.5,0.3,0.9,10,24,17
153,Fisnik Asllani,xk KVX,FW,Hoffenheim,de Bundesliga,19,2002,8,0,167,1.9,0,0,0,0,0,0,0,0,1.7,1.7,0.2,1.8,4,1,19
154,Kristjan Asllani,al ALB,MF,Inter,it Serie A,20,2002,20,5,592,6.6,0,0,0,0,0,0,2,0,0.5,0.5,0.9,1.5,6,29,6
155,Iago Aspas,es ESP,FW,Celta Vigo,es La Liga,34,1987,37,31,2868,31.9,12,3,15,10,2,3,6,0,11,8.7,5.6,14.3,80,162,239
156,Lorenz Assignon,tg TOG,DF,Rennes,fr Ligue 1,22,2000,12,2,261,2.9,0,1,1,0,0,0,3,0,0.3,0.3,0.3,0.6,10,11,13
157,Youcef Atal,dz ALG,"DF,MF",Nice,fr Ligue 1,26,1996,18,8,779,8.7,1,0,1,1,0,0,1,0,1,1,1.3,2.3,38,39,63
158,Valentin Atangana Edoa,fr FRA,MF,Reims,fr Ligue 1,16,2005,7,2,174,1.9,0,0,0,0,0,0,0,0,0,0,0.2,0.2,5,5,6
159,Pierre-Emerick Aubameyang,ga GAB,FW,Chelsea,eng Premier League,33,1989,15,5,554,6.2,1,0,1,1,0,0,1,0,1.5,1.5,0.4,1.9,9,3,29
160,Pierre-Emerick Aubameyang,ga GAB,FW,Barcelona,es La Liga,33,1989,1,0,9,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,0
161,Emil Audero,it ITA,GK,Sampdoria,it Serie A,25,1997,25,25,2250,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
162,Tommaso Augello,it ITA,DF,Sampdoria,it Serie A,27,1994,37,35,3061,34,2,5,7,2,0,0,3,0,1,1,3.9,4.8,84,119,153
163,Ludwig Augustinsson,se SWE,DF,Aston Villa,eng Premier League,28,1994,3,1,77,0.9,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,0,0,3
164,Ludwig Augustinsson,se SWE,DF,Mallorca,es La Liga,28,1994,4,1,132,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6
165,Serge Aurier,ci CIV,DF,Nott'ham Forest,eng Premier League,29,1992,24,22,1943,21.6,1,0,1,1,0,0,2,0,0.8,0.8,1,1.8,37,71,50
166,Mathias Autret,fr FRA,"MF,FW",Auxerre,fr Ligue 1,31,1991,23,16,1290,14.3,2,2,4,1,1,1,0,0,2.5,1.7,2,3.7,20,77,58
167,Ezequiel Ávila,ar ARG,"FW,MF",Osasuna,es La Liga,28,1994,29,23,1709,19,8,2,10,6,2,3,7,1,7,4.7,1.8,6.5,23,39,96
168,Cédric Avinel,gp GLP,DF,Ajaccio,fr Ligue 1,35,1986,24,19,1794,19.9,1,0,1,1,0,0,2,1,1,1,0,1,3,31,1
169,Taiwo Awoniyi,ng NGA,FW,Nott'ham Forest,eng Premier League,24,1997,27,17,1404,15.6,10,1,11,10,0,0,2,0,6.6,6.6,1.1,7.7,18,12,55
170,Yasin Ayari,se SWE,MF,Brighton,eng Premier League,18,2003,3,1,67,0.7,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0,2,2
171,Mehmet Aydin,de GER,"DF,FW",Schalke 04,de Bundesliga,20,2002,16,3,567,6.3,0,0,0,0,0,0,0,0,0.2,0.2,0.8,1,9,15,21
172,André Ayew,gh GHA,"FW,MF",Nott'ham Forest,eng Premier League,32,1989,13,1,316,3.5,0,0,0,0,0,1,1,0,1,0.3,0,0.3,3,11,16
173,Jordan Ayew,gh GHA,"FW,MF",Crystal Palace,eng Premier League,30,1991,38,31,2714,30.2,4,3,7,4,0,0,5,0,3.2,3.2,3.2,6.4,83,63,174
174,Kaan Ayhan,tr TUR,DF,Sassuolo,it Serie A,27,1994,10,5,545,6.1,0,0,0,0,0,0,1,0,0,0,0,0,8,15,0
175,Luke Ayling,eng ENG,DF,Leeds United,eng Premier League,30,1991,29,22,2054,22.8,2,1,3,2,0,0,3,0,3.2,3.2,2,5.2,28,77,100
176,Ayman Azhil,ma MAR,MF,Leverkusen,de Bundesliga,21,2001,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,Sardar Azmoun,ir IRN,"FW,MF",Leverkusen,de Bundesliga,27,1995,23,8,927,10.3,4,1,5,4,0,0,1,0,3.5,3.5,2.5,6,11,32,45
178,César Azpilicueta,es ESP,DF,Chelsea,eng Premier League,32,1989,25,16,1527,17,0,0,0,0,0,0,3,0,0.4,0.4,1.1,1.5,23,71,81
179,Sanoussy Ba,de GER,DF,RB Leipzig,de Bundesliga,18,2004,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,Iddrisu Baba,gh GHA,"MF,DF",Mallorca,es La Liga,26,1996,29,20,1705,18.9,0,0,0,0,0,0,5,0,0.6,0.6,0.2,0.8,3,47,8
181,Srđan Babić,rs SRB,DF,Almería,es La Liga,26,1996,34,33,2998,33.3,3,0,3,3,0,0,5,0,1.2,1.2,0.3,1.5,21,63,5
182,Loïc Bade,fr FRA,DF,Sevilla,es La Liga,22,2000,19,16,1449,16.1,1,0,1,1,0,0,4,0,0.3,0.3,0.1,0.4,7,42,2
183,Loïc Bade,fr FRA,DF,Rennes,fr Ligue 1,22,2000,1,1,90,1,0,1,1,0,0,0,1,0,0.2,0.2,0.1,0.3,0,3,0
184,Édgar Badía,es ESP,GK,Elche,es La Liga,30,1992,36,36,3240,36,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
185,Benoît Badiashile,fr FRA,DF,Chelsea,eng Premier League,21,2001,11,10,905,10.1,1,0,1,1,0,0,2,0,1.2,1.2,0.5,1.6,11,56,2
186,Benoît Badiashile,fr FRA,DF,Monaco,fr Ligue 1,21,2001,11,9,839,9.3,2,0,2,2,0,0,3,0,0.6,0.6,0.4,1,3,39,0
187,Alex Baena,es ESP,"MF,FW",Villarreal,es La Liga,21,2001,35,19,1947,21.6,6,2,8,6,0,0,13,1,3.9,3.9,5.2,9.1,50,124,110
188,Jaime Báez,uy URU,DF,Cremonese,it Serie A,27,1995,2,1,96,1.1,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.3,5,4,8
189,Leon Bailey,jm JAM,"FW,MF",Aston Villa,eng Premier League,24,1997,33,26,1967,21.9,4,4,8,4,0,0,4,0,5.3,5.3,4.8,10.1,85,28,182
190,Eric Bailly,ci CIV,DF,Marseille,fr Ligue 1,28,1994,17,5,543,6,0,0,0,0,0,0,1,0,0.2,0.2,0,0.2,4,12,4
191,Dénys Bain,fr FRA,DF,Auxerre,fr Ligue 1,29,1993,2,1,126,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
192,Brandon Baiye,be BEL,MF,Clermont Foot,fr Ligue 1,21,2000,7,0,51,0.6,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,2,0
193,Stefan Bajcetic,es ESP,MF,Liverpool,eng Premier League,17,2004,11,6,526,5.8,1,0,1,1,0,0,2,0,0.8,0.8,0.4,1.2,10,24,1
194,Nedim Bajrami,al ALB,"MF,FW",Empoli,it Serie A,23,1999,19,8,940,10.4,1,1,2,1,0,0,1,0,1.2,1.2,1.2,2.4,22,29,47
195,Nedim Bajrami,al ALB,"FW,MF",Sassuolo,it Serie A,23,1999,18,7,819,9.1,1,0,1,1,0,0,0,0,1.9,1.9,1.5,3.4,23,44,96
196,Cédric Bakambu,cd COD,MF,Marseille,fr Ligue 1,31,1991,3,0,59,0.7,0,1,1,0,0,0,0,0,0,0,1,1,1,0,4
197,Tiemoué Bakayoko,fr FRA,MF,Milan,it Serie A,27,1994,3,0,41,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
198,Mitchel Bakker,nl NED,"DF,MF",Leverkusen,de Bundesliga,22,2000,28,19,1659,18.4,3,2,5,3,0,0,6,1,1.7,1.7,2,3.6,28,57,65
199,Ridle Baku,de GER,"DF,FW",Wolfsburg,de Bundesliga,24,1998,33,29,2580,28.7,5,3,8,5,0,0,6,0,2.9,2.9,4.1,7,50,126,157
200,Tommaso Baldanzi,it ITA,MF,Empoli,it Serie A,19,2003,26,24,1772,19.7,4,0,4,4,0,0,2,0,2.4,2.4,1.8,4.2,57,69,94
201,Alejandro Balde,es ESP,DF,Barcelona,es La Liga,18,2003,33,30,2471,27.5,1,6,7,1,0,0,4,0,1.9,1.9,4.9,6.8,96,79,234
202,Thierno Balde,fr FRA,"DF,MF",Troyes,fr Ligue 1,20,2002,31,25,2153,23.9,0,1,1,0,0,0,1,0,0.3,0.3,1.1,1.4,66,60,118
203,Carlos Baleba,cm CMR,MF,Lille,fr Ligue 1,18,2004,19,5,478,5.3,0,0,0,0,0,0,3,1,0.5,0.5,0.1,0.6,16,33,12
204,Mikel Balenziaga,es ESP,DF,Athletic Club,es La Liga,34,1988,3,1,115,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6
205,Leonardo Balerdi,ar ARG,DF,Marseille,fr Ligue 1,23,1999,35,30,2639,29.3,0,1,1,0,0,0,9,1,1.3,1.3,0.2,1.4,15,97,19
206,Dominic Ballard,eng ENG,"FW,MF",Southampton,eng Premier League,17,2005,2,0,26,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
207,Iván Balliu,al ALB,DF,Rayo Vallecano,es La Liga,30,1992,37,37,3232,35.9,0,0,0,0,0,0,6,0,0.3,0.3,2.8,3.1,75,131,147
208,Fodé Ballo-Touré,sn SEN,DF,Milan,it Serie A,25,1997,10,5,523,5.8,1,0,1,1,0,0,0,0,0.6,0.6,0.2,0.9,11,25,31
209,Folarin Balogun,us USA,FW,Reims,fr Ligue 1,21,2001,37,34,2999,33.3,21,2,23,15,6,7,5,0,26.6,21,3.8,24.8,56,55,283
210,Abdoulaye Bamba,ci CIV,DF,Angers,fr Ligue 1,32,1990,21,12,1364,15.2,0,0,0,0,0,0,2,0,0,0,0.3,0.3,8,36,19
211,Jonathan Bamba,ci CIV,FW,Lille,fr Ligue 1,26,1996,34,32,2783,30.9,6,7,13,6,0,0,6,0,8.2,8.2,6.5,14.7,111,146,345
212,Patrick Bamford,eng ENG,FW,Leeds United,eng Premier League,28,1993,28,18,1515,16.8,4,2,6,4,0,2,3,0,8.6,7,1,8,17,23,96
213,Lameck Banda,zm ZAM,"FW,MF",Lecce,it Serie A,21,2001,36,19,1636,18.2,2,1,3,2,0,0,6,0,3.1,3.1,1.3,4.5,86,28,160
214,Filippo Bandinelli,it ITA,MF,Empoli,it Serie A,27,1995,35,28,2263,25.1,2,0,2,2,0,0,10,0,1.7,1.7,2.6,4.4,40,101,89
215,Léo Baptistão,br BRA,"FW,MF",Almería,es La Liga,29,1992,28,24,1726,19.2,5,1,6,5,0,0,7,0,4.9,4.9,1.2,6.2,38,51,83
216,Shandon Baptiste,gd GRN,MF,Brentford,eng Premier League,24,1998,23,4,618,6.9,0,1,1,0,0,0,3,1,0.4,0.4,1.1,1.4,8,39,23
217,Antonín Barák,cz CZE,MF,Hellas Verona,it Serie A,27,1994,1,0,25,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
218,Antonín Barák,cz CZE,MF,Fiorentina,it Serie A,27,1994,30,21,1799,20,2,0,2,2,0,0,4,0,2.6,2.6,1.6,4.1,45,82,93
219,Andrea Barberis,it ITA,MF,Monza,it Serie A,28,1993,9,3,338,3.8,0,1,1,0,0,0,0,0,0.1,0.1,0.4,0.5,3,14,0
220,Tommaso Barbieri,it ITA,DF,Juventus,it Serie A,19,2002,3,2,109,1.2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4
221,Bradley Barcola,fr FRA,"FW,MF",Lyon,fr Ligue 1,19,2002,26,15,1440,16,5,8,13,5,0,0,3,0,3.4,3.4,3.9,7.4,51,39,156
222,Melvin Bard,fr FRA,DF,Nice,fr Ligue 1,21,2000,33,28,2456,27.3,0,0,0,0,0,0,6,0,0.5,0.5,0.9,1.4,61,96,126
223,Francesco Bardi,it ITA,GK,Bologna,it Serie A,30,1992,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,Keidi Bare,al ALB,MF,Espanyol,es La Liga,24,1997,18,4,503,5.6,0,1,1,0,0,0,0,0,0.6,0.6,0.2,0.8,6,28,11
225,Nicolò Barella,it ITA,MF,Inter,it Serie A,25,1997,35,31,2613,29,6,6,12,6,0,0,6,0,3.2,3.2,5.6,8.8,76,214,162
226,Kike Barja,es ESP,"FW,MF",Osasuna,es La Liga,25,1997,27,15,1312,14.6,1,6,7,1,0,0,1,0,1.2,1.2,3.9,5.1,61,35,185
227,Ross Barkley,eng ENG,"MF,FW",Nice,fr Ligue 1,28,1993,27,9,960,10.7,4,2,6,4,0,0,1,0,4.3,4.3,2.4,6.7,30,48,46
228,Aymen Barkok,ma MAR,MF,Mainz 05,de Bundesliga,24,1998,23,3,584,6.5,0,1,1,0,0,0,1,0,0.5,0.5,0.9,1.4,17,40,28
229,Harvey Barnes,eng ENG,"FW,MF",Leicester City,eng Premier League,24,1997,34,32,2711,30.1,13,1,14,13,0,0,3,0,8.9,8.9,3.1,12,100,79,257
230,Leandro Barreiro Martins,lu LUX,MF,Mainz 05,de Bundesliga,22,2000,31,25,2141,23.8,4,3,7,4,0,0,5,0,3.9,3.9,2.2,6.1,17,54,49
231,Enzo Barrenechea,ar ARG,MF,Juventus,it Serie A,21,2001,3,3,158,1.8,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,1,5,2
232,Ander Barrenetxea,es ESP,"FW,DF",Real Sociedad,es La Liga,20,2001,23,9,878,9.8,3,1,4,3,0,0,4,0,3,3,1.2,4.2,36,27,72
233,Mickaël Barreto,fr FRA,MF,Ajaccio,fr Ligue 1,31,1991,20,15,1325,14.7,1,1,2,1,0,0,1,0,0.9,0.9,1.9,2.8,26,87,53
234,Pablo Barrios,es ESP,MF,Atlético Madrid,es La Liga,19,2003,21,6,724,8,0,1,1,0,0,0,4,0,0.5,0.5,0.7,1.2,16,51,27
235,Musa Barrow,gm GAM,"FW,MF",Bologna,it Serie A,23,1998,32,26,1960,21.8,3,8,11,3,0,0,3,0,3,3,4.7,7.7,68,58,141
236,Federico Baschirotto,it ITA,DF,Lecce,it Serie A,25,1996,37,37,3330,37,3,0,3,3,0,0,6,0,1.9,1.9,0.7,2.6,12,107,12
237,Toma Bašić,hr CRO,MF,Lazio,it Serie A,25,1996,25,4,513,5.7,1,0,1,1,0,0,2,0,1.8,1.8,0.4,2.2,14,22,29
238,Alberto Basso,it ITA,MF,Cremonese,it Serie A,18,2004,1,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
239,Gil Bastião Dias,pt POR,FW,Stuttgart,de Bundesliga,25,1996,7,6,398,4.4,1,0,1,1,0,0,0,0,0.5,0.5,0.7,1.2,16,14,33
240,Alessandro Bastoni,it ITA,DF,Inter,it Serie A,23,1999,29,26,2157,24,0,2,2,0,0,0,3,0,1,1,2.7,3.7,47,141,44
241,Simone Bastoni,it ITA,"MF,DF",Spezia,it Serie A,25,1996,19,15,1189,13.2,2,4,6,2,0,0,7,0,1.1,1.1,1.7,2.8,20,32,65
242,Rodrigo Battaglia,ar ARG,MF,Mallorca,es La Liga,31,1991,15,8,686,7.6,0,0,0,0,0,0,5,0,0.2,0.2,0,0.2,3,19,3
243,Maximilian Bauer,de GER,DF,Augsburg,de Bundesliga,22,2000,27,20,1846,20.5,0,1,1,0,0,0,8,0,1.6,1.6,0.4,2,11,40,2
244,Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,32,1990,34,34,3060,34,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0
245,Timo Baumgartl,de GER,DF,Union Berlin,de Bundesliga,26,1996,8,6,562,6.2,0,1,1,0,0,0,2,0,0.2,0.2,0.1,0.3,4,28,2
246,Julian Baumgartlinger,at AUT,MF,Augsburg,de Bundesliga,34,1988,16,3,554,6.2,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,1,25,3
247,Christoph Baumgartner,at AUT,"MF,FW",Hoffenheim,de Bundesliga,22,1999,33,33,2567,28.5,7,3,10,7,0,0,7,0,7.1,7.1,4.3,11.4,76,100,145
248,Cyrille Bayala,bf BFA,MF,Ajaccio,fr Ligue 1,26,1996,33,25,2009,22.3,1,1,2,1,0,0,3,1,2,2,2,4.1,46,66,109
249,Brian Bayeye,cd COD,DF,Torino,it Serie A,22,2000,2,1,64,0.7,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5
250,Noah Joel Sarenren Bazee,ng NGA,"MF,FW",Augsburg,de Bundesliga,25,1996,2,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,1
251,Gavin Bazunu,ie IRL,GK,Southampton,eng Premier League,20,2002,32,32,2880,32,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,1,0
252,Bebé,cv CPV,FW,Rayo Vallecano,es La Liga,32,1990,4,0,60,0.7,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,5,1,10
253,Ihlas Bebou,tg TOG,"FW,DF",Hoffenheim,de Bundesliga,28,1994,19,17,1416,15.7,7,0,7,6,1,1,2,0,4.6,3.8,1,4.8,27,23,116
254,Rodrigo Becão,br BRA,DF,Udinese,it Serie A,26,1996,28,28,2484,27.6,2,1,3,2,0,0,11,1,1.5,1.5,0.6,2.1,19,98,48
255,Mads Bech Sørensen,dk DEN,"DF,MF",Brentford,eng Premier League,23,1999,4,0,21,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
256,Julius Beck,dk DEN,MF,Spezia,it Serie A,17,2005,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
